O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT
3001893,36193,F,164113.37,1992-09-08,5-LOW,Clerk#000000365,0, pending requests solve furiously waters. somas are quickly quick
3001894,16576,O,6585.76,1995-12-15,5-LOW,Clerk#000000807,0,"ent, regular requests affix quickly regular waters: quickly bold ac"
3001895,22619,P,138775.03,1995-04-04,5-LOW,Clerk#000000639,0,. ironic tithes affix. slyly sil
3001920,43906,F,117761.11,1994-02-27,1-URGENT,Clerk#000000855,0,ld pinto beans cajole slowly 
3001921,45715,F,198898.07,1992-01-27,5-LOW,Clerk#000000246,0,"ly regular accounts. regular,"
3001922,31396,F,177437.15,1992-12-09,1-URGENT,Clerk#000000495,0,s. bold excuses nag. regular accounts x-ray car
3001923,101692,F,259511.11,1992-11-28,3-MEDIUM,Clerk#000000954,0,yly. regular requests wake slyly. expres
3001924,20680,F,195817.37,1992-01-01,1-URGENT,Clerk#000000256,0,riously even ideas 
3001925,13325,O,240638.54,1996-05-22,4-NOT SPECIFIED,Clerk#000000776,0,leep carefully frets. regularly ironic platelets must
3001926,143701,F,54179.17,1992-02-16,1-URGENT,Clerk#000000766,0,of the ironic ideas. express 
3001927,26662,F,117677.26,1994-06-06,1-URGENT,Clerk#000000595,0,cial asymptotes. furiously regular asymptotes according to the slyl
3001952,55769,O,249762.59,1996-03-22,2-HIGH,Clerk#000000012,0,y regular ideas. slyly bold instructions detect permanently. car
3001953,104920,O,108852.52,1996-05-20,1-URGENT,Clerk#000000722,0,iously final excuses haggle furiously unusual platelets. carefully special pac
3001954,133435,O,6622.37,1996-04-22,3-MEDIUM,Clerk#000000103,0,ual deposits cajole a
3001955,136496,O,213551.52,1996-04-15,1-URGENT,Clerk#000000261,0,against the carefully ironic attainments. carefully even courts wake request
3001956,121945,O,285889.83,1996-03-31,1-URGENT,Clerk#000000453,0,uickly. blithely regular deposits detect across
3001957,62728,F,175185.35,1994-05-10,3-MEDIUM,Clerk#000000787,0,n ideas. express accou
3001958,59248,F,138343.80,1994-04-06,3-MEDIUM,Clerk#000000191,0, bold platelets cajole. care
3001959,69353,F,144840.68,1994-12-26,5-LOW,Clerk#000000386,0,ades will have to a
3001984,107164,F,79308.36,1994-07-15,3-MEDIUM,Clerk#000000319,0,s sleep furiously. special theod
3001985,22543,F,213362.77,1992-09-28,4-NOT SPECIFIED,Clerk#000000483,0,ole slyly against the blithely unusual foxes. fluffily iron
3001986,97540,O,140854.26,1995-09-05,4-NOT SPECIFIED,Clerk#000000339,0,usly regular deposits haggle thinly unusual packages. doggedly ironic req
3001987,140989,O,254818.85,1996-06-10,3-MEDIUM,Clerk#000000423,0,s among the even dependencies boost carefully carefully even
3001988,24683,F,329343.90,1993-01-06,3-MEDIUM,Clerk#000000202,0, ideas haggle furiously above the pinto beans. slyly bold warthogs sleep
3001989,95717,O,81995.49,1996-09-19,3-MEDIUM,Clerk#000000953,0,"unusual instructions. regular, ironic package"
3001990,109177,F,26001.61,1994-02-15,3-MEDIUM,Clerk#000000048,0,"e fluffily across the final, pending wa"
3001991,121378,O,52131.05,1997-07-01,4-NOT SPECIFIED,Clerk#000000844,0, wake blithely even platelets. thinly regular de
3002016,142892,F,18320.86,1993-11-16,5-LOW,Clerk#000000084,0, furiously final foxes. 
3002017,83698,O,30936.36,1998-05-24,2-HIGH,Clerk#000000412,0,blithe theodolites boost accordi
3002018,7564,O,49593.43,1996-07-01,1-URGENT,Clerk#000000680,0, special warhorses use blithel
3002019,66086,O,303418.45,1997-11-19,2-HIGH,Clerk#000000200,0,thely about the slyly special excuses-- furio
3002020,100043,O,1542.45,1996-11-07,4-NOT SPECIFIED,Clerk#000000694,0, silent ideas are against the regular account
3002021,71006,O,180341.12,1997-04-17,5-LOW,Clerk#000000952,0, blithely unusual deposits x-ray quickly according to the unusua
3002022,131887,F,115523.07,1995-01-10,4-NOT SPECIFIED,Clerk#000000466,0,"ounts. express, regular hock"
3002023,65869,O,83691.49,1997-03-05,5-LOW,Clerk#000000350,0,y across the final requests. carefully 
3002048,39269,O,53916.31,1997-06-10,3-MEDIUM,Clerk#000000204,0,al platelets sleep carefully among the slyly fi
3002049,135025,O,63288.37,1996-05-26,2-HIGH,Clerk#000000751,0,ts; final pinto beans are among the quickly unusual accounts. 
3002050,136937,O,152428.95,1997-08-05,5-LOW,Clerk#000000108,0,uriously unusual courts among the requests 
3002051,39974,F,250790.80,1993-04-11,3-MEDIUM,Clerk#000000730,0,ometimes final deposits. packages cajole
3002052,129928,F,80976.92,1992-05-06,2-HIGH,Clerk#000000340,0,accounts. bold dugouts according to the daringly final deposit
3002053,149318,O,195604.73,1996-10-04,5-LOW,Clerk#000000603,0,ns. thinly pending accounts sleep
3002054,76508,F,336411.42,1994-02-09,2-HIGH,Clerk#000000901,0,counts haggle throughout the furiously
3002055,67240,F,313920.92,1993-11-17,5-LOW,Clerk#000000220,0,"olites sleep quietly unusual, even packages. slyly regular ac"
3002080,135220,F,118670.48,1993-08-05,1-URGENT,Clerk#000000227,0,nal requests. slowly blithe excuses boost. ca
3002081,115609,F,28230.39,1993-01-31,5-LOW,Clerk#000000364,0,ages. fluffily bold pinto beans 
3002082,59140,F,295223.62,1993-05-16,5-LOW,Clerk#000000190,0, the quickly final e
3002083,58475,O,49653.64,1996-03-10,2-HIGH,Clerk#000000615,0,hely unusual foxes. furiously silent patterns
3002084,133282,O,87786.52,1997-07-26,1-URGENT,Clerk#000000243,0,after the blithely bold instructions. carefully regular accounts 
3002085,104125,O,152192.05,1998-05-22,2-HIGH,Clerk#000000353,0,ooze quickly. slyly special accounts boost nev
3002086,96175,F,140894.40,1994-01-31,1-URGENT,Clerk#000000089,0,its boost final asymptotes. pinto beans above the t
3002087,5168,O,184897.39,1997-08-12,3-MEDIUM,Clerk#000000294,0,uctions are furiously after the special dependencies. final ideas slee
3002112,147817,F,7284.61,1993-09-02,1-URGENT,Clerk#000000978,0, unusual accounts use finally qu
3002113,37147,F,292866.70,1993-02-21,2-HIGH,Clerk#000000272,0,ts after the packages are slyly quickly ironic foxes. requests bo
3002114,4804,O,188096.87,1997-12-24,4-NOT SPECIFIED,Clerk#000000953,0,ake. regular foxes integrate carefully
3002115,32122,F,84128.72,1992-07-22,2-HIGH,Clerk#000000079,0,use quickly of the blithely even platelets. ironic pinto beans sleep blit
3002116,5122,F,230594.73,1994-09-29,3-MEDIUM,Clerk#000000561,0,ve the ideas. furiously special instructions against the 
3002117,109405,O,107438.68,1996-02-06,4-NOT SPECIFIED,Clerk#000000781,0,es nag alongside of 
3002118,66329,O,139976.07,1996-06-04,4-NOT SPECIFIED,Clerk#000000067,0,eans integrate carefully among the unusual deposits. carefully
3002119,124759,F,127856.68,1992-02-14,2-HIGH,Clerk#000000964,0,"ep slyly against the silent, special pinto beans. carefu"
3002144,99794,F,39278.75,1994-08-08,4-NOT SPECIFIED,Clerk#000000312,0,ackages. requests cajole caref
3002145,82351,P,56756.28,1995-04-18,2-HIGH,Clerk#000000121,0,ests around the furiously regular somas sleep
3002146,3634,O,17822.63,1998-01-26,3-MEDIUM,Clerk#000000936,0,ending theodolites nag among the special re
3002147,147541,F,67476.09,1993-10-08,4-NOT SPECIFIED,Clerk#000000643,0,ld instructions. slyly pending requests nag furiously even packa
3002148,70627,O,127732.36,1998-08-02,3-MEDIUM,Clerk#000000844,0,tructions. deposits haggle. blithely regular do
3002149,58288,O,119771.07,1998-07-18,5-LOW,Clerk#000000942,0,ar deposits detect. blithely ir
3002150,123073,O,228690.38,1995-06-11,2-HIGH,Clerk#000000231,0,e furiously. slyly pendi
3002151,117226,F,123831.34,1994-06-09,1-URGENT,Clerk#000000817,0,lyly final deposits. deposits are dogg
3002176,110906,O,244570.65,1996-12-20,2-HIGH,Clerk#000000543,0,s. slyly unusual theodolites boost along the final foxes. furiously ironi
3002177,91331,F,207372.26,1994-09-10,2-HIGH,Clerk#000000085,0,"quests boost slyly carefully even deposits. silent, clos"
3002178,41660,F,299087.27,1992-09-12,4-NOT SPECIFIED,Clerk#000000018,0, quickly unusual ideas nag across the slyly even deposits
3002179,118247,F,201205.61,1992-01-27,4-NOT SPECIFIED,Clerk#000000728,0,"across the final, bold e"
3002180,11575,O,151597.92,1995-10-23,4-NOT SPECIFIED,Clerk#000000735,0,ly pending requests around the
3002181,132040,O,207611.25,1996-11-09,1-URGENT,Clerk#000000492,0,onic excuses. special instructions about the carefully pending theodolit
3002182,93373,O,113500.09,1997-06-30,5-LOW,Clerk#000000429,0,ly bold pinto beans sleep according to the fluff
3002183,11689,F,46997.43,1993-01-13,1-URGENT,Clerk#000000925,0,dencies wake quickly according to the regular packages. ideas wake slyly car
3002208,81634,F,158262.83,1994-06-10,5-LOW,Clerk#000000373,0,use among the enticingly pending theodo
3002209,113852,O,248710.74,1995-07-13,2-HIGH,Clerk#000000486,0," with the doggedly final instructions. express, final foxes wake quickl"
3002210,94237,O,326762.31,1995-07-13,1-URGENT,Clerk#000000338,0,"nts nag. unusual, even platelets enga"
3002211,111569,O,165187.76,1997-04-18,3-MEDIUM,Clerk#000000372,0,dolites. regular accounts breach quickly idea
3002212,132691,O,73468.79,1996-05-20,1-URGENT,Clerk#000000336,0,onic accounts integrate. bold ideas boost fluffily regular requests.
3002213,82960,O,99446.18,1995-08-27,3-MEDIUM,Clerk#000000072,0,regular requests wake busily according to the quick ac
3002214,44387,O,103532.30,1996-01-09,1-URGENT,Clerk#000000740,0,"nts wake. express, express requests wake fluffily bes"
3002215,58063,F,289622.85,1994-05-15,1-URGENT,Clerk#000000920,0,st furiously fluffily even packages-- unusual d
3002240,86626,F,172861.30,1994-10-03,4-NOT SPECIFIED,Clerk#000000897,0,"ecial decoys. final, eve"
3002241,143482,O,359032.04,1996-05-20,5-LOW,Clerk#000000729,0,es sleep carefully 
3002242,70154,O,19364.77,1995-11-14,1-URGENT,Clerk#000000844,0,ending deposits along
3002243,72146,O,220899.37,1996-01-07,1-URGENT,Clerk#000000374,0,er the ironic deposits. carefully fina
3002244,92489,F,300056.56,1992-01-08,4-NOT SPECIFIED,Clerk#000000017,0,uses are blithely. 
3002245,12562,O,117384.77,1995-12-24,2-HIGH,Clerk#000000562,0,round the fluffy platelets engage carefully furiously unusual deposits. 
3002246,75166,F,328263.57,1994-04-27,1-URGENT,Clerk#000000565,0,es lose. furiously silent dinos according to the requests poach carefully
3002247,137285,F,99766.21,1992-10-24,1-URGENT,Clerk#000000486,0,gular instructions use toward the fluffily
3002272,44732,O,272922.07,1998-01-08,1-URGENT,Clerk#000000180,0,ronic platelets sleep furiously furiously ironic deposits. blithely bold patte
3002273,6598,O,234554.36,1997-02-07,5-LOW,Clerk#000000614,0, nod against the deposits. slyly regular deposits boost silently even depe
3002274,22132,O,276932.24,1996-09-11,5-LOW,Clerk#000000975,0,riously. blithely thin requests sleep slyly bold accounts. regular 
3002275,98780,O,37341.79,1997-02-13,1-URGENT,Clerk#000000639,0,e blithely according to the excuses-- blithely idle account
3002276,141608,O,122508.90,1996-05-20,4-NOT SPECIFIED,Clerk#000000526,0,ntly unusual accounts 
3002277,103234,F,206025.88,1993-06-15,2-HIGH,Clerk#000000639,0,"ggle bold, even requests. pending ideas wake. bli"
3002278,1502,O,144709.15,1996-08-11,5-LOW,Clerk#000000553,0, bold theodolites. blithely special accounts wake furiously specia
3002279,39343,O,255358.65,1996-02-26,5-LOW,Clerk#000000813,0,. blithely pending pinto beans cajole fluffily according to the caref
3002304,27016,F,68041.65,1993-08-05,4-NOT SPECIFIED,Clerk#000000043,0,ns maintain. quickly pending deposits poach furi
3002305,126304,F,57597.83,1992-12-01,3-MEDIUM,Clerk#000000493,0,al ideas sublate among the furiously silent excuses. somas haggl
3002306,140929,F,162748.55,1992-05-07,2-HIGH,Clerk#000000447,0,eodolites after the carefully ironic foxes x-ray blit
3002307,91180,F,175421.72,1992-12-04,4-NOT SPECIFIED,Clerk#000000272,0,"gular, even accounts. fluffily ironic excuse"
3002308,33802,O,86429.87,1998-03-08,4-NOT SPECIFIED,Clerk#000000499,0,"lithely after the express, final requests. furiously pending deposits use qui"
3002309,38560,O,108039.40,1997-05-08,2-HIGH,Clerk#000000567,0,iously special deposits.
3002310,73225,O,113222.34,1995-12-24,2-HIGH,Clerk#000000476,0,es cajole furiously.
3002311,81619,O,44201.77,1996-10-02,4-NOT SPECIFIED,Clerk#000000614,0,efully after the bold platelets. regular ideas boost. deposit
3002336,18070,O,155199.35,1995-08-13,2-HIGH,Clerk#000000066,0,xes haggle carefully. quickly unusual pinto beans maintain a
3002337,72346,F,11886.37,1992-06-02,5-LOW,Clerk#000000022,0,ake pending accounts. fluffily bold pack
3002338,142009,O,56410.26,1995-03-06,4-NOT SPECIFIED,Clerk#000000478,0,e furiously regular packages. slyly regular ideas doz
3002339,77557,O,319312.37,1997-03-04,4-NOT SPECIFIED,Clerk#000000409,0,nusual instructions. slyly spe
3002340,120892,O,52180.75,1996-09-19,5-LOW,Clerk#000000097,0,nst the carefully special excuses haggle fu
3002341,51568,O,130286.42,1997-06-20,4-NOT SPECIFIED,Clerk#000000104,0,eas haggle fluffily. quickly pending depos
3002342,147764,F,134975.91,1992-12-01,3-MEDIUM,Clerk#000000354,0," the final, furious ideas! slyly permanent account"
3002343,63568,F,180232.11,1992-01-02,3-MEDIUM,Clerk#000000891,0,ent requests boost blithely. slyly 
3002368,63469,F,159278.83,1993-06-15,3-MEDIUM,Clerk#000000595,0,quests. unusual accounts along the carefully e
3002369,53839,O,169219.08,1997-12-27,4-NOT SPECIFIED,Clerk#000000411,0,c foxes sleep slyly furiously even requests. carefully bold requests mold c
3002370,50329,O,58351.94,1997-09-09,5-LOW,Clerk#000000339,0,"p furiously ironic deposits. final, regular requests nag?"
3002371,7004,F,56300.91,1993-08-26,4-NOT SPECIFIED,Clerk#000000042,0,pecial accounts. slyly bold pinto beans cajole furiously
3002372,102899,F,120529.72,1994-10-27,4-NOT SPECIFIED,Clerk#000000150,0,furiously regular asymptotes use fluffily regular instructions. furio
3002373,57049,F,127736.91,1992-07-03,4-NOT SPECIFIED,Clerk#000000214,0," nag furiously after the even, final dependencies. quickly silent depo"
3002374,4042,F,138465.13,1992-07-05,3-MEDIUM,Clerk#000000555,0,lyly regular accounts cajole furiously pending dinos. quietly bold ac
3002375,101497,F,99738.23,1993-08-27,5-LOW,Clerk#000000017,0,". carefully unusual platelets nag express, ironic courts? even "
3002400,29323,F,352158.14,1993-03-18,2-HIGH,Clerk#000000729,0,"gular requests are. special, express requests detect fluffily? furiously "
3002401,64828,F,110800.10,1992-11-21,3-MEDIUM,Clerk#000000884,0,packages x-ray abov
3002402,91147,O,61237.27,1998-04-12,1-URGENT,Clerk#000000277,0,xpress theodolites. blithely even dugouts after the slyly ironic de
3002403,97903,O,126109.88,1996-05-19,4-NOT SPECIFIED,Clerk#000000612,0,ss dependencies. ideas breach. blithely regular requests are. furiou
3002404,85825,F,311873.00,1992-06-22,4-NOT SPECIFIED,Clerk#000000222,0,uests serve dolphins. slyly expr
3002405,32197,O,39995.38,1996-05-06,2-HIGH,Clerk#000000739,0,uests along the packages are slyly ironically final warth
3002406,51811,F,237892.13,1995-01-09,4-NOT SPECIFIED,Clerk#000000825,0, blithely against the furiously regular accounts. blithely final theodol
3002407,30638,F,376956.47,1992-05-31,3-MEDIUM,Clerk#000000924,0,"e slyly. pending, final dolph"
3002432,120500,F,78942.95,1994-09-27,4-NOT SPECIFIED,Clerk#000000849,0, quickly pending packages. 
3002433,82480,F,58674.61,1993-08-27,4-NOT SPECIFIED,Clerk#000000735,0,al pinto beans. slyly bold dolphins about the daringly silent requests ar
3002434,84365,F,54496.47,1992-04-03,1-URGENT,Clerk#000000558,0,"asymptotes. ironic, final foxes sleep carefully. special, final"
3002435,118447,O,176300.09,1997-08-25,5-LOW,Clerk#000000944,0,ns. slyly final ideas are express pinto beans. 
3002436,57559,F,239643.16,1993-09-25,3-MEDIUM,Clerk#000000749,0,ound the slyly pending foxes are carefu
3002437,18262,F,131091.86,1994-01-30,4-NOT SPECIFIED,Clerk#000000642,0,fter the theodolites
3002438,6614,P,165938.61,1995-04-05,4-NOT SPECIFIED,Clerk#000000449,0,es sly requests about the carefully final platelet
3002439,7841,O,209257.76,1995-07-06,2-HIGH,Clerk#000000460,0,le slyly. carefully pending packages around the furiously express requests s
3002464,80428,F,245989.55,1993-08-02,2-HIGH,Clerk#000000205,0,uriously after the regular theodolites. blithely ironic reques
3002465,95062,O,201314.71,1995-08-26,1-URGENT,Clerk#000000588,0,. quickly express inst
3002466,30815,F,107522.81,1994-07-18,5-LOW,Clerk#000000897,0,pending courts along the quickly final deposit
3002467,105548,F,199349.79,1994-04-23,5-LOW,Clerk#000000390,0,usly final accounts. slyly regular
3002468,35296,O,261574.05,1997-06-19,1-URGENT,Clerk#000000798,0,"c accounts. pending, pending d"
3002469,92479,O,126034.60,1998-01-01,4-NOT SPECIFIED,Clerk#000000205,0,mptotes. blithely unusua
3002470,129545,O,139085.95,1997-01-01,4-NOT SPECIFIED,Clerk#000000162,0,ll cajole slyly against the car
3002471,3451,F,82884.23,1993-01-02,3-MEDIUM,Clerk#000000895,0,lithely ironic platelets. car
3002496,83507,F,98489.95,1993-04-07,2-HIGH,Clerk#000000460,0, quickly. sometimes unusual deposits in 
3002497,98992,F,194240.59,1992-09-07,2-HIGH,Clerk#000000032,0,"s are special, express accounts. regular p"
3002498,104581,F,25897.83,1993-04-11,1-URGENT,Clerk#000000718,0,s cajole carefully about the furiously final cou
3002499,127247,O,163958.08,1997-07-06,1-URGENT,Clerk#000000850,0,"pecial, regular requests sleep quickly theodolites. even packag"
3002500,74543,O,149503.50,1996-04-09,3-MEDIUM,Clerk#000000929,0,ckly final deposits haggle slyly carefully bold courts.
3002501,43864,F,118570.80,1993-09-29,3-MEDIUM,Clerk#000000578,0,asymptotes cajole carefully
3002502,110573,O,27851.27,1997-10-14,3-MEDIUM,Clerk#000000634,0, epitaphs cajole furiously
3002503,38539,F,69939.97,1993-06-20,5-LOW,Clerk#000000644,0,ic ideas sleep blithely sly
3002528,8311,F,44191.14,1993-09-20,2-HIGH,Clerk#000000476,0,pinto beans-- furiously express ideas wake blithely slyly
3002529,30979,O,414722.25,1995-06-17,2-HIGH,Clerk#000000861,0,mong the slyly special frays
3002530,976,F,79137.95,1993-03-13,1-URGENT,Clerk#000000237,0, up the carefully regular dependencies-- carefully silent theodolites nag alw
3002531,32497,O,117904.91,1996-05-27,2-HIGH,Clerk#000000726,0,ounts. furiously unusual accounts play. dolphins h
3002532,6883,O,162687.53,1997-04-13,2-HIGH,Clerk#000000404,0, carefully across the furiously final accounts. stealthily even theod
3002533,3691,F,145752.99,1993-02-04,5-LOW,Clerk#000000389,0,lyly according to the carefully even foxes. blithely even hockey players use 
3002534,61558,F,273220.87,1994-07-08,5-LOW,Clerk#000000487,0,long the regular excuses haggle slyly carefully unusual ide
3002535,53450,F,86107.08,1993-04-05,5-LOW,Clerk#000000516,0,egular packages wake slyly along
3002560,121651,F,112002.29,1992-08-20,2-HIGH,Clerk#000000793,0,egular Tiresias grow asymptotes. boldly ironic theodolites 
3002561,82397,O,254335.45,1995-07-31,5-LOW,Clerk#000000927,0,aids. fluffily bold ideas haggle furiously. final do
3002562,38078,O,13446.35,1995-11-16,1-URGENT,Clerk#000000134,0,ht to sleep always deposits. special orbits haggle in place of 
3002563,68162,P,86460.53,1995-03-12,4-NOT SPECIFIED,Clerk#000000328,0,y pending sentiments. blithely bold requests haggl
3002564,35456,F,63939.55,1994-07-05,2-HIGH,Clerk#000000977,0,"the final, even packages. b"
3002565,92593,O,50589.08,1997-08-25,3-MEDIUM,Clerk#000000960,0,ns. carefully silent requests maintain slyly carefully regular dolphins. iron
3002566,92684,F,258188.11,1992-07-26,2-HIGH,Clerk#000000372,0,fully silent packages. express foxes doubt furiously near the blithely 
3002567,126379,F,56884.13,1993-04-23,3-MEDIUM,Clerk#000000018,0," accounts sleep carefully quickly express deposits. regular, bold foxes ar"
3002592,42187,O,231445.08,1997-07-10,4-NOT SPECIFIED,Clerk#000000264,0,lithely carefully unusual patter
3002593,114712,F,87471.99,1992-01-19,2-HIGH,Clerk#000000684,0,furiously alongside of the furiously bold courts. blith
3002594,133678,F,200118.00,1994-07-22,5-LOW,Clerk#000000814,0,its. even packages boost carefully above the carefully bold accounts. slyly 
3002595,18634,O,229641.92,1998-01-29,1-URGENT,Clerk#000000811,0,"platelets. final, final deposits cajole "
3002596,127480,O,171771.01,1996-04-30,5-LOW,Clerk#000000160,0,: furiously regular pinto beans of the special
3002597,80401,F,306721.35,1993-03-25,3-MEDIUM,Clerk#000000208,0,kly regularly regular accounts. excuses may sleep
3002598,72527,F,198791.13,1992-05-09,5-LOW,Clerk#000000227,0,he furiously express accounts are pending deposits. slyly regu
3002599,60628,O,222391.50,1995-06-10,2-HIGH,Clerk#000000933,0,bout the quickly final dependencies haggle despite the regul
3002624,147449,F,265814.68,1993-02-08,1-URGENT,Clerk#000000688,0,ily accounts. regular accoun
3002625,20416,O,143517.25,1995-11-20,2-HIGH,Clerk#000000491,0,ts wake alongside of t
3002626,51709,O,162742.98,1997-11-08,3-MEDIUM,Clerk#000000273,0, wake enticingly. special accou
3002627,108856,F,143800.63,1992-02-08,3-MEDIUM,Clerk#000000801,0," requests. express, unusual requests sleep fluffily pe"
3002628,135953,F,25470.51,1992-12-27,5-LOW,Clerk#000000024,0," after the ironic foxes. pending, silent deposits sleep "
3002629,610,P,217213.80,1995-05-24,1-URGENT,Clerk#000000847,0,osits. fluffily final packages grow furiously sile
3002630,51967,F,155318.48,1993-12-10,2-HIGH,Clerk#000000842,0,"cial, ironic accounts snooze. ironic "
3002631,108133,O,197543.31,1996-04-18,5-LOW,Clerk#000000156,0,ven instructions cajole furiously according to the carefully ironic fo
3002656,133964,F,18537.48,1993-04-26,2-HIGH,Clerk#000000796,0,ng the quickly final accounts. requests amo
3002657,20305,F,217578.92,1992-02-08,1-URGENT,Clerk#000000825,0,ideas boost. carefull
3002658,16066,O,98576.13,1996-11-06,2-HIGH,Clerk#000000800,0,refully even accounts. slyly final deposits are quickly about 
3002659,146798,O,186665.20,1997-04-28,4-NOT SPECIFIED,Clerk#000000688,0,"ses. stealthy, special somas sl"
3002660,30053,F,88849.71,1993-03-23,5-LOW,Clerk#000000196,0,sly regular requests wake. slyly special accounts cajole s
3002661,46768,O,378315.90,1997-01-05,2-HIGH,Clerk#000000759,0,"cross the even, final packages. blithely final pinto beans sleep al"
3002662,27502,O,90205.82,1997-03-13,3-MEDIUM,Clerk#000000225,0,"s. slyly final tithes doubt among the regular, unusual accounts. slyly "
3002663,56818,F,199536.51,1995-01-07,2-HIGH,Clerk#000000789,0,gular requests. slyly regular packages wake blithely expre
3002688,7409,O,289837.46,1995-10-05,4-NOT SPECIFIED,Clerk#000000122,0,cingly ironic deposits haggle a
3002689,16423,F,39858.59,1993-07-10,4-NOT SPECIFIED,Clerk#000000933,0, unusual packages detect quickly according t
3002690,11263,F,92512.25,1993-10-09,3-MEDIUM,Clerk#000000208,0,"luffily ironic requests haggle. special, regular theodolites are carefully"
3002691,116827,O,111282.78,1996-10-04,4-NOT SPECIFIED,Clerk#000000419,0,y special foxes. slyly exp
3002692,1786,O,231592.68,1996-09-29,3-MEDIUM,Clerk#000000767,0,g instructions. quickly final theodolites haggle? carefully regular
3002693,14365,O,117692.43,1998-07-02,4-NOT SPECIFIED,Clerk#000000203,0,s wake blithely among the slyly special instructio
3002694,79432,O,193005.22,1996-07-15,4-NOT SPECIFIED,Clerk#000000508,0,lar accounts believe fluffily qu
3002695,6581,F,195495.05,1993-10-27,5-LOW,Clerk#000000623,0,. carefully regular foxes k
3002720,44756,O,288771.40,1996-11-04,2-HIGH,Clerk#000000984,0,ccounts. deposits wake about the regular accounts. busily bold re
3002721,104878,O,80224.70,1996-11-28,5-LOW,Clerk#000000647,0, after the furiously ironic packages.
3002722,7825,F,168247.72,1995-01-05,1-URGENT,Clerk#000000317,0,ular excuses wake slyly. boldly regular accounts cajole. instructi
3002723,88045,F,68196.91,1992-01-16,2-HIGH,Clerk#000000084,0,bout the carefully regular pinto beans. instructions nag slyly. sly
3002724,144565,F,81409.87,1992-05-21,4-NOT SPECIFIED,Clerk#000000096,0,endencies nag slyly. slyly regular accounts around the s
3002725,134924,O,229713.81,1996-02-26,2-HIGH,Clerk#000000406,0,"al accounts cajole blithely bold, special theodolites. careful"
3002726,114067,F,26918.27,1994-02-22,4-NOT SPECIFIED,Clerk#000000064,0,ial accounts wake. furiously careful requests cajole. fluffily final somas 
3002727,113987,O,314736.74,1995-06-14,4-NOT SPECIFIED,Clerk#000000018,0,nic deposits sleep carefully up the final accounts. slyly regular
3002752,129080,O,138824.30,1995-09-29,1-URGENT,Clerk#000000026,0," quickly ironic foxes. even, special instruction"
3002753,146785,F,226720.81,1994-05-03,1-URGENT,Clerk#000000504,0,cingly special realms. ironic deposits nag quickly around the
3002754,98323,O,201083.66,1997-06-22,4-NOT SPECIFIED,Clerk#000000821,0,ake silently regular requests. pinto beans haggle! regular th
3002755,100976,O,224792.91,1997-03-01,5-LOW,Clerk#000000203,0,"nal foxes serve even accounts: final, silen"
3002756,147298,O,16306.20,1998-05-06,2-HIGH,Clerk#000000669,0,ggle after the slyly unusual packages. 
3002757,7993,F,298439.64,1992-10-23,1-URGENT,Clerk#000000563,0,y-- slyly regular accounts boost furiously quic
3002758,78916,O,126517.64,1997-10-08,2-HIGH,Clerk#000000883,0,unts. carefully regular excuses at the carefully pe
3002759,14824,O,75106.39,1997-05-04,3-MEDIUM,Clerk#000000536,0, requests boost quickly final somas. final acco
3002784,119572,O,294043.21,1995-08-30,1-URGENT,Clerk#000000736,0,ut the final accounts cajole doggedly special asymptotes. ironic pinto be
3002785,95368,F,75455.69,1994-06-09,4-NOT SPECIFIED,Clerk#000000070,0,ic theodolites use. thinly u
3002786,98471,O,82142.40,1997-04-18,5-LOW,Clerk#000000647,0,yly ironic requests haggle c
3002787,39145,O,311268.82,1996-10-01,1-URGENT,Clerk#000000803,0,"aggle stealthily even requests. bold, ev"
3002788,135595,O,105111.41,1997-08-22,1-URGENT,Clerk#000000438,0,among the blithely p
3002789,133192,F,118529.84,1994-06-21,4-NOT SPECIFIED,Clerk#000000571,0,against the slyly ironic pinto bea
3002790,83371,O,151241.15,1996-02-09,2-HIGH,Clerk#000000433,0,y regular asymptotes. bold accounts wake alongsid
3002791,60985,F,138341.74,1994-04-06,5-LOW,Clerk#000000147,0, accounts. quickly even ideas are
3002816,14945,O,10038.13,1998-02-12,1-URGENT,Clerk#000000081,0,"y above the special pinto beans. unusual, expre"
3002817,71504,F,25834.24,1993-04-06,4-NOT SPECIFIED,Clerk#000000757,0,"ual packages. slyly ironic accounts sleep. even, even packages believe bu"
3002818,116009,O,189769.27,1997-04-01,1-URGENT,Clerk#000000375,0," special, final accounts sleep after the furi"
3002819,49714,O,197077.51,1997-01-22,5-LOW,Clerk#000000877,0,kly regular accounts wake. furiously busy pinto beans snooze furiou
3002820,29234,F,231492.24,1993-05-11,3-MEDIUM,Clerk#000000617,0,otes. carefully silent pinto beans 
3002821,85519,O,131813.64,1997-07-28,5-LOW,Clerk#000000990,0,ructions. silent ideas wake slyly. fluffily final requests ac
3002822,7738,F,126116.79,1993-10-16,1-URGENT,Clerk#000000614,0, deposits boost. blithely special instru
3002823,127883,O,300181.04,1996-07-31,1-URGENT,Clerk#000000368,0,carefully regular platelets sleep carefully express requests.
3002848,118354,F,269716.78,1992-10-21,2-HIGH,Clerk#000000392,0,out the sometimes final pinto beans. special instructions haggle slyly ab
